"","Sp1","Plant","Plant_ID","Revision_ID","DateTime","Behaviour","Coexistence","n_cam","Days","Days.in.field","duration","ID","effort_pl_sp","effort_ind","Long","Lat","SpeciesType"
"9774","sylvia melanocephala","plen","plen337",NA,2019-12-17 09:17:56,"prob_feeding",FALSE,1,"0.188148148148148",NA,"0",NA,211.074537037037,18.4920833333333,-6.4474132,36.9654379,"Bird"
"9775","chloris chloris","plen","plen337",NA,2019-10-23 10:47:06,"prob_feeding",FALSE,1,"0.188240740740741",NA,"0",NA,211.074537037037,18.4920833333333,-6.4474132,36.9654379,"Bird"
"9776","chloris chloris","plen","plen337",NA,2019-12-17 09:15:12,"feeding",FALSE,1,"0.188148148148148",NA,"12",NA,211.074537037037,18.4920833333333,-6.4474132,36.9654379,"Bird"
"9777","sylvia undata","plen","plen337",NA,2019-12-17 10:16:55,"exploring / prob_feeding",FALSE,1,"0.188148148148148",NA,"0",NA,211.074537037037,18.4920833333333,-6.4474132,36.9654379,"Bird"
"9778","chloris chloris","plen","plen337",NA,2019-10-23 10:47:06,"prob_feeding",FALSE,1,"0.188240740740741",NA,"1",NA,211.074537037037,18.4920833333333,-6.4474132,36.9654379,"Bird"
"9779","sylvia atricapilla","plen","plen337",NA,2019-01-15 10:04:35,"feeding",FALSE,1,"0.172222222222222",NA,"64",NA,211.074537037037,18.4920833333333,-6.4474132,36.9654379,"Bird"
"9780","sylvia sp","plen","plen337",NA,2019-01-15 10:16:35,"prob feeding",FALSE,1,"0.172222222222222",NA,"18",NA,211.074537037037,18.4920833333333,-6.4474132,36.9654379,"Bird"
"9781","sylvia melanocephala","plen","plen337",NA,2019-12-17 10:52:43,"feeding / exploring",FALSE,1,"0.188148148148148",NA,"0",NA,211.074537037037,18.4920833333333,-6.4474132,36.9654379,"Bird"
"9782","erithacus rubecula","plen","plen337",NA,2019-12-03 08:54:49,"feeding",FALSE,1,"0.188148148148148",NA,"1",NA,211.074537037037,18.4920833333333,-6.4474132,36.9654379,"Bird"
"9783","phoenicurus phoenicurus","plen","plen337",NA,2019-09-24 09:30:18,"feeding",FALSE,1,"0.188194444444444",NA,"2",NA,211.074537037037,18.4920833333333,-6.4474132,36.9654379,"Bird"
"9784","erithacus rubecula","plen","plen337",NA,2019-12-17 10:17:04,"feeding",FALSE,1,"0.188148148148148",NA,"0",NA,211.074537037037,18.4920833333333,-6.4474132,36.9654379,"Bird"
"9785","sylvia melanocephala","plen","plen337",NA,2019-01-15 10:02:36,"feeding",FALSE,1,"0.172222222222222",NA,"77",NA,211.074537037037,18.4920833333333,-6.4474132,36.9654379,"Bird"
"9786","sylvia melanocephala","plen","plen337",NA,2019-12-17 10:01:14,"feeding",FALSE,1,"0.188148148148148",NA,"1",NA,211.074537037037,18.4920833333333,-6.4474132,36.9654379,"Bird"
"9787","sylvia atricapilla","plen","plen337",NA,2019-10-08 10:35:00,"prob_feeding / NV",FALSE,1,"0.188240740740741",NA,"1",NA,211.074537037037,18.4920833333333,-6.4474132,36.9654379,"Bird"
"9788","erithacus rubecula","plen","plen337",NA,2019-01-15 10:00:48,"prob feeding",FALSE,1,"0.172222222222222",NA,"63",NA,211.074537037037,18.4920833333333,-6.4474132,36.9654379,"Bird"
"9789","sylvia melanocephala","plen","plen337",NA,2019-01-15 10:04:50,"prob feeding",FALSE,1,"0.172222222222222",NA,"44",NA,211.074537037037,18.4920833333333,-6.4474132,36.9654379,"Bird"
"9790","sylvia melanocephala","plen","plen337",NA,2019-10-08 09:06:25,"NV / prob_feeding",FALSE,1,"0.188240740740741",NA,"0",NA,211.074537037037,18.4920833333333,-6.4474132,36.9654379,"Bird"
"9791","phoenicurus phoenicurus","plen","plen337",NA,2019-09-24 09:29:43,"feeding",FALSE,1,"0.188194444444444",NA,"1",NA,211.074537037037,18.4920833333333,-6.4474132,36.9654379,"Bird"
"9792","erithacus rubecula","plen","plen337",NA,2019-12-17 10:06:35,"feeding / exploring / interacting",FALSE,1,"0.188148148148148",NA,"61",NA,211.074537037037,18.4920833333333,-6.4474132,36.9654379,"Bird"
"9793","sylvia melanocephala","plen","plen337",NA,2019-10-08 09:40:20,"feeding / NV",FALSE,1,"0.188240740740741",NA,"1",NA,211.074537037037,18.4920833333333,-6.4474132,36.9654379,"Bird"
"9794","sylvia atricapilla","plen","plen337",NA,2019-10-08 09:28:01,"feeding / NV",FALSE,1,"0.188240740740741",NA,"1",NA,211.074537037037,18.4920833333333,-6.4474132,36.9654379,"Bird"
"9795","sylvia atricapilla","plen","plen337",NA,2019-10-08 10:35:00,"prob_feeding / NV",FALSE,1,"0.188240740740741",NA,"1",NA,211.074537037037,18.4920833333333,-6.4474132,36.9654379,"Bird"
"9796","sylvia atricapilla","plen","plen337",NA,2019-10-08 09:28:01,"prob_feeding",FALSE,1,"0.188240740740741",NA,"1",NA,211.074537037037,18.4920833333333,-6.4474132,36.9654379,"Bird"
"9797","phoenicurus phoenicurus","plen","plen337",NA,2019-09-24 09:29:52,"feeding",FALSE,1,"0.188194444444444",NA,"6",NA,211.074537037037,18.4920833333333,-6.4474132,36.9654379,"Bird"
"9798","sylvia melanocephala","plen","plen337",NA,2019-01-15 09:52:31,"feeding",FALSE,1,"0.172222222222222",NA,"13",NA,211.074537037037,18.4920833333333,-6.4474132,36.9654379,"Bird"
"9799","sylvia undata","plen","plen337",NA,2019-09-24 09:21:41,"prob_feeding",FALSE,1,"0.188194444444444",NA,"0",NA,211.074537037037,18.4920833333333,-6.4474132,36.9654379,"Bird"
"9800","chloris chloris","plen","plen337",NA,2019-10-23 11:06:06,"feeding / perching",FALSE,1,"0.188240740740741",NA,"2",NA,211.074537037037,18.4920833333333,-6.4474132,36.9654379,"Bird"
"9801","chloris chloris","plen","plen338",NA,2019-11-18 09:00:01,"feeding / NV",FALSE,1,"0.187361111111111",NA,"3",NA,211.074537037037,5.68513888888889,-6.4465958,36.9647493,"Bird"
"9802","chloris chloris","plen","plen338",NA,2019-11-18 09:01:12,"feeding / NV",FALSE,1,"0.187361111111111",NA,"2",NA,211.074537037037,5.68513888888889,-6.4465958,36.9647493,"Bird"
"9803","sylvia melanocephala","plen","plen338",NA,2020-01-13 10:27:38,"exploring / prob_feeding",FALSE,1,"0.183564814814815",NA,"1",NA,211.074537037037,5.68513888888889,-6.4465958,36.9647493,"Bird"
"9804","chloris chloris","plen","plen338",NA,2019-11-18 09:03:06,"feeding / NV",FALSE,1,"0.187361111111111",NA,"1",NA,211.074537037037,5.68513888888889,-6.4465958,36.9647493,"Bird"
"9805","chloris chloris","plen","plen338",NA,2019-11-18 09:01:16,"feeding / NV",FALSE,1,"0.187361111111111",NA,"1",NA,211.074537037037,5.68513888888889,-6.4465958,36.9647493,"Bird"
"9806","sylvia melanocephala","plen","plen338",NA,2019-12-02 10:44:11,"exploring / prob_feeding",FALSE,1,"0.188194444444444",NA,"1",NA,211.074537037037,5.68513888888889,-6.4465958,36.9647493,"Bird"
"9807","phoenicurus phoenicurus","plen","plen338",NA,2019-09-23 09:20:37,"feeding",FALSE,1,"0.188194444444444",NA,"0",NA,211.074537037037,5.68513888888889,-6.4465958,36.9647493,"Bird"
"9808","erithacus rubecula","plen","plen338",NA,2019-11-05 08:21:24,"feeding / exploring",FALSE,1,"0.188194444444444",NA,"0",NA,211.074537037037,5.68513888888889,-6.4465958,36.9647493,"Bird"
"9809","sturnus unicolor","plen","plen338",NA,2019-09-11 10:56:10,"feeding / NV",FALSE,1,"0.163611111111111",NA,"0",NA,211.074537037037,5.68513888888889,-6.4465958,36.9647493,"Bird"
"9810","chloris chloris","plen","plen338",NA,2019-11-18 09:00:15,"feeding / NV",FALSE,1,"0.187361111111111",NA,"2",NA,211.074537037037,5.68513888888889,-6.4465958,36.9647493,"Bird"
"9811","sylvia atricapilla","plen","plen338",NA,2019-10-07 09:02:42,"prob_feeding",FALSE,1,"0.188240740740741",NA,"0",NA,211.074537037037,5.68513888888889,-6.4465958,36.9647493,"Bird"
"9812","chloris chloris","plen","plen338",NA,2019-09-11 09:52:10,"feeding",FALSE,1,"0.163611111111111",NA,"15",NA,211.074537037037,5.68513888888889,-6.4465958,36.9647493,"Bird"
"9813","sylvia melanocephala","plen","plen338",NA,2020-01-13 09:40:55,"feeding / exploring",FALSE,1,"0.183564814814815",NA,"0",NA,211.074537037037,5.68513888888889,-6.4465958,36.9647493,"Bird"
"9814","sylvia melanocephala","plen","plen338",NA,2019-10-22 09:46:26,"prob_feeding / exploring",FALSE,1,"0.188240740740741",NA,"0",NA,211.074537037037,5.68513888888889,-6.4465958,36.9647493,"Bird"
"9815","chloris chloris","plen","plen338",NA,2019-12-02 10:39:50,"prob_feeding",FALSE,1,"0.188194444444444",NA,"1",NA,211.074537037037,5.68513888888889,-6.4465958,36.9647493,"Bird"
"9816","chloris chloris","plen","plen338",NA,2019-12-02 10:39:40,"prob_feeding",FALSE,1,"0.188194444444444",NA,"0",NA,211.074537037037,5.68513888888889,-6.4465958,36.9647493,"Bird"
"9817","sylvia melanocephala","plen","plen338",NA,2019-11-18 09:52:38,"prob_feeding / perching",FALSE,1,"0.187361111111111",NA,"1",NA,211.074537037037,5.68513888888889,-6.4465958,36.9647493,"Bird"
"9818","sylvia atricapilla","plen","plen338",NA,2019-10-07 09:08:31,"prob_feeding",FALSE,1,"0.188240740740741",NA,"0",NA,211.074537037037,5.68513888888889,-6.4465958,36.9647493,"Bird"
"9819","chloris chloris","plen","plen338",NA,2019-10-22 10:12:34,"feeding / exploring / perching / NV",FALSE,1,"0.188240740740741",NA,"4",NA,211.074537037037,5.68513888888889,-6.4465958,36.9647493,"Bird"
"9820","chloris chloris","plen","plen338",NA,2019-10-22 10:12:34,"feeding / exploring / perching / NV",FALSE,1,"0.188240740740741",NA,"4",NA,211.074537037037,5.68513888888889,-6.4465958,36.9647493,"Bird"
"9821","sylvia melanocephala","plen","plen338",NA,2019-10-07 09:05:43,"prob_feeding",FALSE,1,"0.188240740740741",NA,"2",NA,211.074537037037,5.68513888888889,-6.4465958,36.9647493,"Bird"
"9822","sylvia melanocephala","plen","plen338",NA,2019-09-23 09:50:03,"prob_feeding",FALSE,1,"0.188194444444444",NA,"1",NA,211.074537037037,5.68513888888889,-6.4465958,36.9647493,"Bird"
"9823","erithacus rubecula","plen","plen338",NA,2019-01-14 14:12:58,"prob feeding",FALSE,1,"0.172222222222222",NA,"72",NA,211.074537037037,5.68513888888889,-6.4465958,36.9647493,"Bird"
"9824","erithacus rubecula","plen","plen338",NA,2020-01-13 10:20:03,"feeding",FALSE,1,"0.183564814814815",NA,"0",NA,211.074537037037,5.68513888888889,-6.4465958,36.9647493,"Bird"
"9825","sylvia melanocephala","plen","plen338",NA,2019-09-11 10:08:12,"feeding",FALSE,1,"0.163611111111111",NA,"0",NA,211.074537037037,5.68513888888889,-6.4465958,36.9647493,"Bird"
"9826","sylvia melanocephala","plen","plen338",NA,2019-09-23 09:54:15,"NV / prob_feeding",FALSE,1,"0.188194444444444",NA,"0",NA,211.074537037037,5.68513888888889,-6.4465958,36.9647493,"Bird"
"9827","sylvia melanocephala","plen","plen338",NA,2019-09-23 09:53:21,"NV / prob_feeding",FALSE,1,"0.188194444444444",NA,"1",NA,211.074537037037,5.68513888888889,-6.4465958,36.9647493,"Bird"
"9828","sylvia atricapilla","plen","plen338",NA,2019-12-02 10:47:41,"exploring / prob_feeding",FALSE,1,"0.188194444444444",NA,"0",NA,211.074537037037,5.68513888888889,-6.4465958,36.9647493,"Bird"
"9829","erithacus rubecula","plen","plen338",NA,2019-01-14 13:27:56,"feeding",FALSE,1,"0.172222222222222",NA,"1",NA,211.074537037037,5.68513888888889,-6.4465958,36.9647493,"Bird"
"9830","sylvia melanocephala","plen","plen338",NA,2019-09-23 10:41:37,"prob_feeding",FALSE,1,"0.188194444444444",NA,"0",NA,211.074537037037,5.68513888888889,-6.4465958,36.9647493,"Bird"
"9831","saxicola rubicola","plen","plen339",NA,2019-09-11 09:34:36,"feeding",FALSE,1,"0.102361111111111",NA,"0",NA,211.074537037037,0.847962962962963,-6.4468479,36.9646794,"Bird"
"9832","sylvia melanocephala","plen","plen339",NA,2019-10-07 10:06:07,"prob_feeding / NV",FALSE,1,"0.122824074074074",NA,"4",NA,211.074537037037,0.847962962962963,-6.4468479,36.9646794,"Bird"
"9833","sylvia melanocephala","plen","plen339",NA,2019-01-14 13:59:47,"prob feeding",FALSE,1,"0.188888888888889",NA,"16",NA,211.074537037037,0.847962962962963,-6.4468479,36.9646794,"Bird"
"9834","sylvia melanocephala","plen","plen339",NA,2019-10-22 10:45:31,"NV / prob_feeding",FALSE,1,"0.188240740740741",NA,"0",NA,211.074537037037,0.847962962962963,-6.4468479,36.9646794,"Bird"
"9835","sylvia melanocephala","plen","plen339",NA,2019-10-07 09:50:08,"prob_feeding / NV",FALSE,1,"0.122824074074074",NA,"1",NA,211.074537037037,0.847962962962963,-6.4468479,36.9646794,"Bird"
"9836","sylvia melanocephala","plen","plen339",NA,2019-10-07 09:45:40,"prob_feeding / NV",FALSE,1,"0.122824074074074",NA,"2",NA,211.074537037037,0.847962962962963,-6.4468479,36.9646794,"Bird"
"9837","sylvia atricapilla","plen","plen340",NA,2019-09-24 08:57:54,"feeding",FALSE,1,"0.188194444444444",NA,"0",NA,211.074537037037,4.68555555555556,-6.446854,36.9649717,"Bird"
"9838","sylvia melanocephala","plen","plen340",NA,2019-09-24 10:13:17,"NV / prob_feeding",FALSE,1,"0.188194444444444",NA,"0",NA,211.074537037037,4.68555555555556,-6.446854,36.9649717,"Bird"
"9839","chloris chloris","plen","plen340",NA,2020-01-13 10:36:52,"feeding",FALSE,1,"0.185555555555556",NA,"1",NA,211.074537037037,4.68555555555556,-6.446854,36.9649717,"Bird"
"9840","chloris chloris","plen","plen340",NA,2020-01-13 10:45:30,"feeding",FALSE,1,"0.185555555555556",NA,"2",NA,211.074537037037,4.68555555555556,-6.446854,36.9649717,"Bird"
"9841","sylvia atricapilla","plen","plen340",NA,2019-11-05 11:17:18,"feeding / NV",FALSE,1,"0.188240740740741",NA,"0",NA,211.074537037037,4.68555555555556,-6.446854,36.9649717,"Bird"
"9842","chloris chloris","plen","plen340",NA,2020-01-13 10:12:57,"feeding",FALSE,1,"0.185555555555556",NA,"5",NA,211.074537037037,4.68555555555556,-6.446854,36.9649717,"Bird"
"9843","chloris chloris","plen","plen340",NA,2020-01-13 10:14:06,"feeding",FALSE,1,"0.185555555555556",NA,"10",NA,211.074537037037,4.68555555555556,-6.446854,36.9649717,"Bird"
"9844","chloris chloris","plen","plen340",NA,2020-01-13 10:28:21,"feeding",FALSE,1,"0.185555555555556",NA,"2",NA,211.074537037037,4.68555555555556,-6.446854,36.9649717,"Bird"
"9845","sylvia melanocephala","plen","plen340",NA,2018-12-05 09:15:21,"prob feeding",FALSE,1,"0.161111111111111",NA,"27",NA,211.074537037037,4.68555555555556,-6.446854,36.9649717,"Bird"
"9846","erithacus rubecula","plen","plen340",NA,2019-11-05 09:39:54,"prob_feeding",FALSE,1,"0.188240740740741",NA,"0",NA,211.074537037037,4.68555555555556,-6.446854,36.9649717,"Bird"
"9847","sylvia melanocephala","plen","plen340",NA,2018-12-05 09:15:27,"exploring/not feeding",FALSE,1,"0.161111111111111",NA,"22",NA,211.074537037037,4.68555555555556,-6.446854,36.9649717,"Bird"
"9848","sylvia melanocephala","plen","plen340",NA,2020-01-13 10:19:57,"exploring / prob_feeding",FALSE,1,"0.185555555555556",NA,"0",NA,211.074537037037,4.68555555555556,-6.446854,36.9649717,"Bird"
"9849","sylvia melanocephala","plen","plen340",NA,2018-12-05 09:15:14,"exploring/not feeding",FALSE,1,"0.161111111111111",NA,"20",NA,211.074537037037,4.68555555555556,-6.446854,36.9649717,"Bird"
"9850","erithacus rubecula","plen","plen340",NA,2018-12-05 09:42:44,"prob feeding",FALSE,1,"0.161111111111111",NA,"12",NA,211.074537037037,4.68555555555556,-6.446854,36.9649717,"Bird"
"9851","sylvia melanocephala","plen","plen340",NA,2018-12-05 09:26:08,"exploring/not feeding",FALSE,1,"0.161111111111111",NA,"20",NA,211.074537037037,4.68555555555556,-6.446854,36.9649717,"Bird"
"9852","sylvia undata","plen","plen340",NA,2018-12-05 09:28:00,"exploring/not feeding",FALSE,1,"0.161111111111111",NA,"12",NA,211.074537037037,4.68555555555556,-6.446854,36.9649717,"Bird"
"9853","sylvia atricapilla","plen","plen340",NA,2019-10-07 09:36:03,"feeding",FALSE,1,"0.188240740740741",NA,"1",NA,211.074537037037,4.68555555555556,-6.446854,36.9649717,"Bird"
"9854","erithacus rubecula","plen","plen340",NA,2019-11-05 09:33:54,"prob_feeding / perching",FALSE,1,"0.188240740740741",NA,"0",NA,211.074537037037,4.68555555555556,-6.446854,36.9649717,"Bird"
"9855","sylvia melanocephala","plen","plen340",NA,2019-10-22 10:56:08,"exploring / prob_feeding",FALSE,1,"0.188287037037037",NA,"0",NA,211.074537037037,4.68555555555556,-6.446854,36.9649717,"Bird"
"9856","phoenicurus phoenicurus","plen","plen340",NA,2019-10-07 09:37:30,"prob_feeding / preening",FALSE,1,"0.188240740740741",NA,"2",NA,211.074537037037,4.68555555555556,-6.446854,36.9649717,"Bird"
"9857","sylvia melanocephala","plen","plen340",NA,2019-10-22 09:27:01,"NV / prob_feeding",FALSE,1,"0.188287037037037",NA,"0",NA,211.074537037037,4.68555555555556,-6.446854,36.9649717,"Bird"
"9858","chloris chloris","plen","plen340",NA,2019-09-24 09:27:44,"prob_feeding",FALSE,1,"0.188194444444444",NA,"2",NA,211.074537037037,4.68555555555556,-6.446854,36.9649717,"Bird"
"9859","sylvia melanocephala","plen","plen340",NA,2019-10-22 10:16:03,"prob_feeding",FALSE,1,"0.188287037037037",NA,"0",NA,211.074537037037,4.68555555555556,-6.446854,36.9649717,"Bird"
"9860","sylvia melanocephala","plen","plen340",NA,2019-10-07 09:32:57,"prob_feeding",FALSE,1,"0.188240740740741",NA,"0",NA,211.074537037037,4.68555555555556,-6.446854,36.9649717,"Bird"
"9861","sylvia melanocephala","plen","plen340",NA,2020-01-13 09:47:29,"exploring / prob_feeding",FALSE,1,"0.185555555555556",NA,"0",NA,211.074537037037,4.68555555555556,-6.446854,36.9649717,"Bird"
"9862","sylvia melanocephala","plen","plen382",NA,2020-01-13 10:11:41,"feeding",FALSE,1,"0.183171296296296",NA,"0",NA,211.074537037037,0.557199074074074,-6.4470845,36.964831,"Bird"
"9863","sylvia hortensis","plen","plen382",NA,2019-09-23 09:37:28,"prob_feeding",FALSE,1,"0.185787037037037",NA,"0",NA,211.074537037037,0.557199074074074,-6.4470845,36.964831,"Bird"
"9864","erithacus rubecula","plen","plen382",NA,2019-10-22 10:12:39,"feeding / NV",FALSE,1,"0.188240740740741",NA,"0",NA,211.074537037037,0.557199074074074,-6.4470845,36.964831,"Bird"
"9865","sylvia melanocephala","plen","plen383",NA,2019-10-02 09:22:53,"exploring / prob_feeding",FALSE,1,"0.175949074074074",NA,"0",NA,211.074537037037,2.20951388888889,-6.4454992,36.9648526,"Bird"
"9866","sylvia melanocephala","plen","plen383",NA,2019-12-10 10:29:37,"exploring / prob_feeding",FALSE,1,"0.188171296296296",NA,"5",NA,211.074537037037,2.20951388888889,-6.4454992,36.9648526,"Bird"
"9867","erithacus rubecula","plen","plen383",NA,2019-11-11 09:00:59,"feeding / NV / perching",FALSE,1,"0.188240740740741",NA,"0",NA,211.074537037037,2.20951388888889,-6.4454992,36.9648526,"Bird"
"9868","sylvia communis","plen","plen383",NA,2019-10-02 10:36:29,"prob_feeding",FALSE,1,"0.175949074074074",NA,"1",NA,211.074537037037,2.20951388888889,-6.4454992,36.9648526,"Bird"
"9869","sylvia communis","plen","plen383",NA,2019-10-02 09:26:59,"exploring / prob_feeding",FALSE,1,"0.175949074074074",NA,"1",NA,211.074537037037,2.20951388888889,-6.4454992,36.9648526,"Bird"
"9870","chloris chloris","plen","plen383",NA,2019-11-11 09:31:54,"feeding / NV",FALSE,1,"0.188240740740741",NA,"2",NA,211.074537037037,2.20951388888889,-6.4454992,36.9648526,"Bird"
"9871","sylvia melanocephala","plen","plen383",NA,2019-11-11 10:17:50,"perching / prob_feeding",FALSE,1,"0.188240740740741",NA,"0",NA,211.074537037037,2.20951388888889,-6.4454992,36.9648526,"Bird"
"9872","sylvia melanocephala","plen","plen383",NA,2019-10-02 10:46:54,"feeding / exploring",FALSE,1,"0.175949074074074",NA,"1",NA,211.074537037037,2.20951388888889,-6.4454992,36.9648526,"Bird"
"9873","chloris chloris","plen","plen383",NA,2019-11-11 09:31:32,"prob_feeding / NV",FALSE,1,"0.188240740740741",NA,"0",NA,211.074537037037,2.20951388888889,-6.4454992,36.9648526,"Bird"
"9874","chloris chloris","plen","plen383",NA,2019-12-10 09:36:42,"feeding",FALSE,1,"0.188171296296296",NA,"11",NA,211.074537037037,2.20951388888889,-6.4454992,36.9648526,"Bird"
"9875","chloris chloris","plen","plen383",NA,2019-11-11 09:31:51,"feeding / NV",FALSE,1,"0.188240740740741",NA,"0",NA,211.074537037037,2.20951388888889,-6.4454992,36.9648526,"Bird"
"9876","chloris chloris","plen","plen383",NA,2019-12-10 09:36:16,"feeding",FALSE,1,"0.188171296296296",NA,"10",NA,211.074537037037,2.20951388888889,-6.4454992,36.9648526,"Bird"
"9877","oryctolagus cuniculus","jpho","jpho986",NA,2018-10-05 00:00:00,"eating_jp_cone",NA,1,"41",NA,"10","M986_rev1",8610,102,-6.532563,37.0125911,"Mammal"
"9878","oryctolagus cuniculus","jpho","jpho986",NA,2018-10-05 00:00:00,"eating_jp_cone",NA,1,"41",NA,"10","M986_rev1",8610,102,-6.532563,37.0125911,"Mammal"
"9879","oryctolagus cuniculus","jpho","jpho986",NA,2018-10-15 00:00:00,"feeding_or looking_for_jp",NA,1,"41",NA,"10","M986_rev1",8610,102,-6.532563,37.0125911,"Mammal"
"9880","vulpes vulpes","jpho","jpho056",NA,2018-10-17 00:00:00,"feeding_or looking_for_jp",NA,1,"54",NA,"10","C056_rev1",8610,195,-6.506571,37.000178,"Mammal"
"9881","oryctolagus cuniculus","jpho","jpho986",NA,2018-10-19 00:00:00,"feeding_or looking_for_jp",NA,1,"41",NA,"10","M986_rev1",8610,102,-6.532563,37.0125911,"Mammal"
"9882","oryctolagus cuniculus","jpho","jpho986",NA,2018-10-22 00:00:00,"feeding_or looking_for_jp",NA,1,"41",NA,"10","M986_rev1",8610,102,-6.532563,37.0125911,"Mammal"
"9883","oryctolagus cuniculus","jpho","jpho304",NA,2018-10-23 00:00:00,"feeding_or looking_for_jp",NA,1,"29",NA,"10","O304_rev1",8610,372,-6.532985,37.0123631,"Mammal"
"9884","oryctolagus cuniculus","jpho","jpho304",NA,2018-10-23 00:00:00,"feeding_or looking_for_jp",NA,1,"29",NA,"10","O304_rev1",8610,372,-6.513504,36.99556,"Mammal"
"9885","oryctolagus cuniculus","jpho","jpho956",NA,2018-10-24 00:00:00,"feeding_or looking_for_jp",NA,1,"29",NA,"10","M956_rev1",8610,187,-6.53214,37.0123451,"Mammal"
"9886","oryctolagus cuniculus","jpho","jpho986",NA,2018-10-24 00:00:00,"feeding_or looking_for_jp",NA,1,"41",NA,"10","M986_rev1",8610,102,-6.532563,37.0125911,"Mammal"
"9887","oryctolagus cuniculus","jpho","jpho986",NA,2018-10-24 00:00:00,"feeding_or looking_for_jp",NA,1,"41",NA,"10","M986_rev1",8610,102,-6.532563,37.0125911,"Mammal"
"9888","cervus elaphus","jpho","jpho956",NA,2018-10-25 00:00:00,"eating_jp_cone",NA,1,"29",NA,"10","M956_rev1",8610,187,-6.53214,37.0123451,"Mammal"
"9889","oryctolagus cuniculus","jpho","jpho986",NA,2018-10-26 00:00:00,"feeding_or looking_for_jp",NA,1,"41",NA,"10","M986_rev1",8610,102,-6.532563,37.0125911,"Mammal"
"9890","oryctolagus cuniculus","jpho","jpho956",NA,2018-10-26 00:00:00,"feeding_or looking_for_jp",NA,1,"29",NA,"10","M956_rev1",8610,187,-6.53214,37.0123451,"Mammal"
"9891","oryctolagus cuniculus","jpho","jpho956",NA,2018-10-26 00:00:00,"feeding_or looking_for_jp",NA,1,"29",NA,"10","M956_rev1",8610,187,-6.53214,37.0123451,"Mammal"
"9892","oryctolagus cuniculus","jpho","jpho956",NA,2018-10-26 00:00:00,"feeding_or looking_for_jp",NA,1,"29",NA,"10","M956_rev1",8610,187,-6.53214,37.0123451,"Mammal"
"9893","oryctolagus cuniculus","jpho","jpho986",NA,2018-10-26 00:00:00,"feeding_or looking_for_jp",NA,1,"41",NA,"10","M986_rev1",8610,102,-6.532563,37.0125911,"Mammal"
"9894","oryctolagus cuniculus","jpho","jpho986",NA,2018-10-27 00:00:00,"feeding_or looking_for_jp",NA,1,"41",NA,"10","M986_rev1",8610,102,-6.532563,37.0125911,"Mammal"
"9895","oryctolagus cuniculus","jpho","jpho956",NA,2018-10-28 00:00:00,"feeding_or looking_for_jp",NA,1,"29",NA,"10","M956_rev1",8610,187,-6.53214,37.0123451,"Mammal"
"9896","oryctolagus cuniculus","jpho","jpho580",NA,2018-10-29 00:00:00,"feeding_or looking_for_jp",NA,1,"29",NA,"10","O580_rev1",8610,176,-6.51311,36.995668,"Mammal"
"9897","oryctolagus cuniculus","jpho","jpho986",NA,2018-10-30 00:00:00,"feeding_or looking_for_jp",NA,1,"41",NA,"10","M986_rev1",8610,102,-6.532563,37.0125911,"Mammal"
"9898","oryctolagus cuniculus","jpho","jpho986",NA,2018-10-30 00:00:00,"feeding_or looking_for_jp",NA,1,"41",NA,"10","M986_rev1",8610,102,-6.532563,37.0125911,"Mammal"
"9899","oryctolagus cuniculus","jpho","jpho986",NA,2018-10-30 00:00:00,"feeding_or looking_for_jp",NA,1,"41",NA,"10","M986_rev1",8610,102,-6.532563,37.0125911,"Mammal"
"9900","oryctolagus cuniculus","jpho","jpho956",NA,2018-10-30 00:00:00,"feeding_or looking_for_jp",NA,1,"29",NA,"10","M956_rev1",8610,187,-6.53214,37.0123451,"Mammal"
"9901","oryctolagus cuniculus","jpho","jpho956",NA,2018-10-31 00:00:00,"feeding_or looking_for_jp",NA,1,"29",NA,"10","M956_rev1",8610,187,-6.53214,37.0123451,"Mammal"
"9902","oryctolagus cuniculus","jpho","jpho956",NA,2018-10-31 00:00:00,"feeding_or looking_for_jp, feeding_or looking_for_jp",NA,1,"29",NA,"20","M956_rev1",8610,187,-6.53214,37.0123451,"Mammal"
"9903","oryctolagus cuniculus","jpho","jpho956",NA,2018-11-01 00:00:00,"feeding_or looking_for_jp",NA,1,"29",NA,"10","M956_rev1",8610,187,-6.53214,37.0123451,"Mammal"
"9904","apode-mus","jpho","jpho304",NA,2018-11-01 00:00:00,"feeding_or looking_for_jp",NA,1,"29",NA,"10","O304_rev1",8610,372,-6.532985,37.0123631,"Mammal"
"9905","apode-mus","jpho","jpho304",NA,2018-11-01 00:00:00,"feeding_or looking_for_jp",NA,1,"29",NA,"10","O304_rev1",8610,372,-6.513504,36.99556,"Mammal"
"9906","cyanopica cooki","jpho","jpho956",NA,2018-11-02 12:00:00,"eating_jp_cone",NA,1,"29",NA,"10","M956_rev1",8610,187,-6.53214,37.0123451,"Bird"
"9907","oryctolagus cuniculus","jpho","jpho956",NA,2018-11-02 00:00:00,"feeding_or looking_for_jp, feeding_or looking_for_jp",NA,1,"29",NA,"20","M956_rev1",8610,187,-6.53214,37.0123451,"Mammal"
"9908","oryctolagus cuniculus","jpho","jpho956",NA,2018-11-02 00:00:00,"feeding_or looking_for_jp",NA,1,"29",NA,"10","M956_rev1",8610,187,-6.53214,37.0123451,"Mammal"
